Name;id;brewery_id;cat_id;style_id;Alcohol By Volume;International Bitterness Units;Standard Reference Method;Universal Product Code;filepath;Description;add_user;last_mod;Style;Category;Brewer;Address;City;State;Country;Coordinates;Website;;;;;;;;;;;
Pale Ale;1624;705;3;26;5;800000191;0;0;0;;Made with generous amounts of west coast hops; our Pale Ale boasts a fragrant aroma and a pleasant hop bite. It has a deep golden color; and nicely balances the bitterness of the hops with the sweetness of the malt. Whether you know hops or not; our Pale Ale will appeal to all those looking for a refreshing; well balanced ale.;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Ithaca Beer Company;600 Elmira Road;Ithaca;New York;United States;42.4145; -76.5315;;;;;;
Original Berliner Weisse;1625;104;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Berliner-Kindl-Schultheiss-Brauerei;Indira-Ghandi-Strae 66-69;Berlin;Berlin;Germany;52.5234; 13.4114;;;;;;;;;;;
Lager;1626;125;-1;-1;4;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Binding Brauerei AG;Darmstdter Landstrae 185;Frankfurt am Main;Hessen;Germany;50.0943; 8.6913;;;;;;;;;;
Premium Pils;1627;639;-1;-1;4;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Hasserder Brauerei;Auerhahnring 1;Wernigerode;Sachsen-Anhalt;Germany;51.8439; 10.7533;;;;;;;;;;
Ratskeller;1628;573;-1;-1;4;900000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Gilde Brauerei;Hildesheimer Strae 132;Hannover;Niedersachsen;Germany;52.3544; 9.7532;;;;;;;;;;
Pils;1629;564;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;F�_rstlich F�_rstenbergische Brauerei;Postplatz 1-4;Donaueschingen;Baden-Wrttemberg;Germany;;;;;;;;;;;;;
Strange Ghost;163;192;-1;-1;8;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brasserie Fantme;Rue Pral 8;Soy;Luxembourg;Belgium;50.286; 5.5127;;;;;;;;;;;
Kapuziner Kristall-Weizen;1630;757;-1;-1;5;400000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Kulmbacher Brauerei AG;Lichtenfelser Strae 9;Kulmbach;Bayern;Germany;50.106; 11.4442;;;;;;;;;;
Kapuziner Wei��bier;1631;757;4;50;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Kulmbacher Brauerei AG;Lichtenfelser Strae 9;Kulmbach;Bayern;Germany;50.106; 11.4442;;;;;;;;;;;
M̦nchshof Original Pils;1632;757;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Kulmbacher Brauerei AG;Lichtenfelser Strae 9;Kulmbach;Bayern;Germany;50.106; 11.4442;;;;;;;;;;;
M�_nchner Hell / Premium Lager;1633;1176;8;95;5;199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Spaten-Franziskaner-Br�_u;Marsstrae 46-48;M�_nchen;Bayern;Germany;;;;;;;;;;;;
Altbairisch Dunkel;1634;664;-1;-1;5;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Hofbruhaus Traunstein;Hofgasse 6-11;Traunstein;Bayern;Germany;47.8691; 12.6505;;;;;;;;;;
Export-Hell;1635;664;-1;-1;5;300000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Hofbruhaus Traunstein;Hofgasse 6-11;Traunstein;Bayern;Germany;47.8691; 12.6505;;;;;;;;;;
Stationsweizen;1636;1053;4;50;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Restaurant Isarbru;Kreuzeckstrae 23;Pullach im Isartal;Bayern;Germany;48.0708; 11.5311;;;;;;;;;;;
Kristall Weissbier;1637;88;4;50;5;400000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Bayerische Staatsbrauerei Weihenstephan;Alte Akademie 2;Freising;Bayern;Germany;48.3952; 11.7288;;;;;;;;;;
Pilsener;1638;558;-1;-1;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Friesisches Brauhaus zu Jever;Elisabethufer 18;Jever;Niedersachsen;Germany;53.5755; 7.9016;;;;;;;;;;;
K̦lsch;1639;386;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Clner Hofbrau Frh;Am Hof 12-14;Kln;Nordrhein-Westfalen;Germany;50.9401; 6.957;;;;;;;;;;;
Duke IPA;164;595;3;31;5;99999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Granite City Food & Brewery - Omaha;1001 North 102nd Street;Omaha;Nebraska;United States;41.2672; -96.0714;;;;;;;;;;
Franziskaner Hefe-Weissbier Hell  / Franziskaner Club-Weiss;1640;1176;4;50;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Spaten-Franziskaner-Br�_u;Marsstrae 46-48;M�_nchen;Bayern;Germany;;;;;;;;;;;;;
Pils;1641;749;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Knigsbacher Brauerei;An der Knigsbach 8;Koblenz;Rheinland-Pfalz;Germany;50.3216; 7.5862;;;;;;;;;;;
K̦lsch;1642;1021;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Privatbrauerei Gaffel;Eigelstein 41;Kln;Nordrhein-Westfalen;Germany;50.9465; 6.9563;;;;;;;;;;;
K̦lsch;1643;232;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauhaus Sion;Unter Taschenmacher 5-7;Kln;Nordrhein-Westfalen;Germany;50.9394; 6.9594;;;;;;;;;;;
Kupfer;1644;229;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauhaus Johann Albrecht - Dsseldorf;Niederkasseler Strae 104;Dsseldorf;Nordrhein-Westfalen;Germany;51.2404; 6.7516;;;;;;;;;;;
Messing;1645;229;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauhaus Johann Albrecht - Dsseldorf;Niederkasseler Strae 104;Dsseldorf;Nordrhein-Westfalen;Germany;51.2404; 6.7516;;;;;;;;;;;
Pils;1646;570;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Gatz Brauhaus;;Dsseldorf;Nordrhein-Westfalen;Germany;51.2249; 6.7757;;;;;;;;;;;
Helles Naturtrub;1647;570;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Gatz Brauhaus;;Dsseldorf;Nordrhein-Westfalen;Germany;51.2249; 6.7757;;;;;;;;;;;
Alt;1648;570;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Gatz Brauhaus;;Dsseldorf;Nordrhein-Westfalen;Germany;51.2249; 6.7757;;;;;;;;;;;
Alt;1649;220;3;38;4;599999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Brauerei Schumacher;Oststrae 123;Dsseldorf;Nordrhein-Westfalen;Germany;51.2216; 6.7853;;;;;;;;;;
Broad Axe Stout;165;595;3;42;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Granite City Food & Brewery - Omaha;1001 North 102nd Street;Omaha;Nebraska;United States;41.2672; -96.0714;;;;;;;;;;;
Altbier;1650;640;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Hausbrauerei Zum Schlssel;Bolkerstrae 41-47;Dsseldorf;Nordrhein-Westfalen;Germany;51.2261; 6.7745;;;;;;;;;;;
Alt;1651;215;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Brauerei im Fchschen;Ratinger Strasse 28;D�_sseldorf;Nordrhein-Westfalen;Germany;;;;;;;;;;;;;
Wei��bier Mit Feiner Hefe;1652;1019;4;50;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Privatbrauerei Erdinger Weissbru;Franz-Brombach-Strae 1-20;Erding;Bayern;Germany;48.3153; 11.8911;;;;;;;;;;;
K̦nig Ludwig Dunkel;1653;748;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Knig Ludwig Schlobrauerei Kaltenberg;Augsburgerstrae 41;Frstenfeldbruck;Bayern;Germany;48.1826; 11.2522;;;;;;;;;;;
Edel;1654;668;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Holsten-Brauerei;Holstenstrae 224;Hamburg;Hamburg;Germany;53.5621; 9.9451;;;;;;;;;;;
Astra Urtyp;1655;668;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Holsten-Brauerei;Holstenstrae 224;Hamburg;Hamburg;Germany;53.5621; 9.9451;;;;;;;;;;;
Pilsener;1656;747;-1;-1;4;900000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Knig Brauerei;Friedrich-Ebert-Strae 255-263;Duisburg;Nordrhein-Westfalen;Germany;51.5314; 6.7418;;;;;;;;;;
Meranier Schwarzbier;1657;729;7;86;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Schwarzbier;German Lager;Kaiserdom Privatbrauerei Bamberg;Breitckerstrae 9;Bamberg;Bayern;Germany;49.9043; 10.8524;;;;;;;;;;;
Kellerbier;1658;729;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Kaiserdom Privatbrauerei Bamberg;Breitckerstrae 9;Bamberg;Bayern;Germany;49.9043; 10.8524;;;;;;;;;;;
Premium Pilsener;1659;729;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Kaiserdom Privatbrauerei Bamberg;Breitckerstrae 9;Bamberg;Bayern;Germany;49.9043; 10.8524;;;;;;;;;;;
Northern Light Lager;166;595;8;95;4;400000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Granite City Food & Brewery - Omaha;1001 North 102nd Street;Omaha;Nebraska;United States;41.2672; -96.0714;;;;;;;;;;
Weissbier;1660;1114;4;50;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Schlobrauerei Reckendorf;Mhlweg 18;Reckendorf;Bayern;Germany;50.0224; 10.83;;;;;;;;;;;
Dunkel;1661;1114;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Schlobrauerei Reckendorf;Mhlweg 18;Reckendorf;Bayern;Germany;50.0224; 10.83;;;;;;;;;;;
Kellerbier;1662;1114;-1;-1;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Schlobrauerei Reckendorf;Mhlweg 18;Reckendorf;Bayern;Germany;50.0224; 10.83;;;;;;;;;;;
Edel-Pils;1663;1114;-1;-1;4;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Schlobrauerei Reckendorf;Mhlweg 18;Reckendorf;Bayern;Germany;50.0224; 10.83;;;;;;;;;;
Weizen;1664;1024;4;50;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Privater Brauereigasthof Greifenklau;Laurenziplatz 20;Bamberg;Bayern;Germany;49.8851; 10.8823;;;;;;;;;;;
Lagerbier;1665;1024;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Privater Brauereigasthof Greifenklau;Laurenziplatz 20;Bamberg;Bayern;Germany;49.8851; 10.8823;;;;;;;;;;;
Bamberger Schw�_rzla;1666;746;7;86;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Schwarzbier;German Lager;Klosterbru Bamberg;Obere Mhlbrcke 1-3;Bamberg;Bayern;Germany;49.8891; 10.887;;;;;;;;;;;
Braunbier;1667;746;7;84;5;699999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Oktoberfest;German Lager;Klosterbru Bamberg;Obere Mhlbrcke 1-3;Bamberg;Bayern;Germany;49.8891; 10.887;;;;;;;;;;
Bamberger Gold;1668;746;-1;-1;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Klosterbru Bamberg;Obere Mhlbrcke 1-3;Bamberg;Bayern;Germany;49.8891; 10.887;;;;;;;;;;;
Bockbier;1669;746;7;90;7;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Klosterbru Bamberg;Obere Mhlbrcke 1-3;Bamberg;Bayern;Germany;49.8891; 10.887;;;;;;;;;;;
Podge Belgian Imperial Stout;167;31;3;42;10;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Alvinne Picobrouwerij;Oostrozebekestraat 114;Ingelmunster;West-Vlaanderen;Belgium;50.919; 3.2632;;;;;;;;;;
Hefewei��bier;1670;70;4;50;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Bamberger Mahr's-Bru;Wunderburg 10;Bamberg;Bayern;Germany;49.8901; 10.9067;;;;;;;;;;;
Weissbier;1671;733;4;50;4;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Keesmann Bru;Wunderburg 5;Bamberg;Bayern;Germany;49.8904; 10.9056;;;;;;;;;;
Bamberger Herren Pils;1672;733;-1;-1;4;599999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Keesmann Bru;Wunderburg 5;Bamberg;Bayern;Germany;49.8904; 10.9056;;;;;;;;;;
Pils;1673;819;-1;-1;4;699999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Maisel Bru;Moosstrae 46;Bamberg;Bayern;Germany;49.8928; 10.9131;;;;;;;;;;
Rauchbier Weissbier;1674;222;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Brauerei Spezial;Obere Knigsstrae 10;Bamberg;Bayern;Germany;49.8942; 10.8855;;;;;;;;;;;
Rauchbier M�_rzen;1675;222;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauerei Spezial;Obere Knigsstrae 10;Bamberg;Bayern;Germany;49.8942; 10.8855;;;;;;;;;;;
Ungespundetes;1676;222;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauerei Spezial;Obere Knigsstrae 10;Bamberg;Bayern;Germany;49.8942; 10.8855;;;;;;;;;;;
Lagerbier;1677;208;-1;-1;5;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauerei Fssla;Obere Knigsstrae 19-21;Bamberg;Bayern;Germany;49.8942; 10.8855;;;;;;;;;;
Zwergla;1678;208;-1;-1;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauerei Fssla;Obere Knigsstrae 19-21;Bamberg;Bayern;Germany;49.8942; 10.8855;;;;;;;;;;;
Gold-Pils;1679;208;-1;-1;5;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauerei Fssla;Obere Knigsstrae 19-21;Bamberg;Bayern;Germany;49.8942; 10.8855;;;;;;;;;;
Okocim Porter;168;307;2;25;8;300000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Browar Okocim;ul. Browarna 14;Brzesko;;Poland;49.9622; 20.6003;http://www.okocim.pl/;;;;;;;;;
Weizla Hell;1680;208;4;50;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Brauerei Fssla;Obere Knigsstrae 19-21;Bamberg;Bayern;Germany;49.8942; 10.8855;;;;;;;;;;;
Benediktiner Dunkel;1681;819;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Maisel Bru;Moosstrae 46;Bamberg;Bayern;Germany;49.8928; 10.9131;;;;;;;;;;;
Eine Bamberger Weisse Hell;1682;819;4;50;5;199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Maisel Bru;Moosstrae 46;Bamberg;Bayern;Germany;49.8928; 10.9131;;;;;;;;;;
Helles Naturtrub;1683;1311;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Unionsbru Haidhausen;Einsteinstrae 42;Mnchen;Bayern;Germany;48.1355; 11.6009;;;;;;;;;;;
Unimator;1684;1311;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Unionsbru Haidhausen;Einsteinstrae 42;Mnchen;Bayern;Germany;48.1355; 11.6009;;;;;;;;;;;
Hell;1685;972;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Paulaner;;Munich;;Germany;48.1391; 11.5802;http://www.paulaner.com/;;;;;;;;;;
Wei��bier Dunkel;1686;40;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Andechser Klosterbrauerei;Bergstrae 2;Andechs;Bayern;Germany;47.9775; 11.185;;;;;;;;;;;
Hell;1687;40;-1;-1;4;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Andechser Klosterbrauerei;Bergstrae 2;Andechs;Bayern;Germany;47.9775; 11.185;;;;;;;;;;
Original;1688;1191;-1;-1;5;99999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Staatliches Hofbr�_uhaus in M�_nchen;Hofbr�_uallee 1;M�_nchen;Bayern;Germany;;;;;;;;;;;;
M�_nchner Kindl Weissbier / M�_nchner Weisse;1689;1191;4;50;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Staatliches Hofbr�_uhaus in M�_nchen;Hofbr�_uallee 1;M�_nchen;Bayern;Germany;;;;;;;;;;;;;
1809;169;458;-1;-1;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Doemens e.V.;Stefanusstrae 8;Grfelfing;Bayern;Germany;;;;;;;;;;;;;
Starkbier;1690;1191;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Staatliches Hofbr�_uhaus in M�_nchen;Hofbr�_uallee 1;M�_nchen;Bayern;Germany;;;;;;;;;;;;;
Pils;1691;60;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Augustiner-Br�_u M�_nchen;Landsberger Strae 35;M�_nchen;Bayern;Germany;;http://www.augustiner-braeu.de;;;;;;;;;;;
Dunkel;1692;804;-1;-1;5;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;L̦wenbr�_u Brauerei;Nymphenburger Stra��e 4;M�_nchen;Bayern;Germany;;;;;;;;;;;;
Schwarze Weisse;1693;804;-1;-1;5;199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;L̦wenbr�_u Brauerei;Nymphenburger Stra��e 4;M�_nchen;Bayern;Germany;;;;;;;;;;;;
Triumphator;1694;804;7;90;7;599999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;L̦wenbr�_u Brauerei;Nymphenburger Stra��e 4;M�_nchen;Bayern;Germany;;;;;;;;;;;;
Maximator;1695;60;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Augustiner-Br�_u M�_nchen;Landsberger Strae 35;M�_nchen;Bayern;Germany;;http://www.augustiner-braeu.de;;;;;;;;;;;
Dunkel;1696;60;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Augustiner-Br�_u M�_nchen;Landsberger Strae 35;M�_nchen;Bayern;Germany;;http://www.augustiner-braeu.de;;;;;;;;;;;
Edelstoff;1697;60;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Augustiner-Br�_u M�_nchen;Landsberger Strae 35;M�_nchen;Bayern;Germany;;http://www.augustiner-braeu.de;;;;;;;;;;;
Two-Hearted Ale;1698;730;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Kalamazoo Brewing;355 East Kalamazoo Avenue;Kalamazoo;Michigan;United States;42.2949; -85.5788;;;;;;;;;;;
Native Ale;1699;907;3;33;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;New Glarus Brewing Company;2400 State Highway 69;New Glarus;Wisconsin;United States;42.8171; -89.6306;http://www.newglarusbrewing.com/;;;;;;;;;;
Wiesen Edel Weisse;17;1023;4;50;6;199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Private Weissbierbrauerei G. Schneider & Sohn GmbH;Emil-Ott-Strasse 1-5;Kelheim;;Germany;48.9175; 11.8735;http://www.schneider-weisse.de;;;;;;;;;
Pannepot;170;433;-1;-1;10;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;De Struise Brouwers;Woesten;Woesten;West-Vlaanderen;Belgium;50.9229; 2.7518;http://www.struisebrouwers.be/;;;;;;;;;;
Home Town Blonde;1700;907;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;New Glarus Brewing Company;2400 State Highway 69;New Glarus;Wisconsin;United States;42.8171; -89.6306;http://www.newglarusbrewing.com/;;;;;;;;;;
Capital Brown Ale;1701;338;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Capital Brewery;7734 Terrace Avenue;Middleton;Wisconsin;United States;43.0949; -89.5163;http://www.capital-brewery.com/;;;;;;;;;;
Bavarian Lager;1702;338;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Capital Brewery;7734 Terrace Avenue;Middleton;Wisconsin;United States;43.0949; -89.5163;http://www.capital-brewery.com/;;;;;;;;;;
Winter Sk̴l;1703;338;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Capital Brewery;7734 Terrace Avenue;Middleton;Wisconsin;United States;43.0949; -89.5163;http://www.capital-brewery.com/;;;;;;;;;;
Maibock;1704;1176;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Spaten-Franziskaner-Br�_u;Marsstrae 46-48;M�_nchen;Bayern;Germany;;;;;;;;;;;;;
Malheur 12;1705;276;-1;-1;12;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brouwerij De Landtsheer;Mandekenstraat 179;Buggenhout;Oost-Vlaanderen;Belgium;51.0228; 4.1572;;;;;;;;;;;
Sweet Stout;1706;815;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Main Street Beer Company #1;;Richmond;Virginia;United States;37.543; -77.4691;;;;;;;;;;;
St. Edmund English Ale;1707;612;-1;-1;5;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Greene King;Westgate Street;Bury St. Edmunds;Suffolk;United Kingdom;52.241; 0.7157;;;;;;;;;;
Pale Ale;1708;385;3;26;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Clipper City Brewing Co.;4615-B Hollins Ferry Road;Baltimore;Maryland;United States;39.2308; -76.6751;http://www.ccbeer.com/;;;;;;;;;;
Michelob Hefeweizen;1709;44;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Anheuser-Busch;One Busch Place;Saint Louis;Missouri;United States;38.5983; -90.209;http://www.anheuser-busch.com/;;;;;;;;;;
Samurai;171;604;-1;-1;5;99999905;0;0;0;;Looking for something a little different? Brewed with rice and barley malts; Samurai is an easy drinking; unfiltered ale that changes the status quo for unfiltered beers. The addition of rice gives Samurai a slightly fruity; crisp; refreshing and clean taste. This is definitely not your everyday unfiltered beer.;0;2010-07-22 22:00:00+02:00;;;Great Divide Brewing;2201 Arapahoe Street;Denver;Colorado;United States;39.7539; -104.989;http://www.greatdivide.com/;;;;;
Hefe Weiss;1710;1181;4;50;4;199999809;0;0;0;;This coarse-filtered wheat ale is fermented with a German yeast culture for a refreshingly light spiciness and hints of citrus fruit. A cloudy appearance and an immense creamy head are characteristic of this lightly hopped Bavarian Brew.;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Sprecher Brewing;701 West Glendale Avenue;Glendale;Wisconsin;United States;43.1; -87.9198;http://www.sprecherbrewery.com/;;;;;;;;;
Winter Brew;1711;1181;7;90;5;75;0;0;0;;A flavorful blend of dark roasted and sweet caramel malts defines this smooth and robust lager. The rich; nourishing flavors of a full-bodied Munich bock make this Bavarian-style brew perfect for those long winter nights.;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Sprecher Brewing;701 West Glendale Avenue;Glendale;Wisconsin;United States;43.1; -87.9198;http://www.sprecherbrewery.com/;;;;;;;;
Black Bavarian Lager;1712;1181;7;86;5;860000134;0;0;0;;This intensely dark Kulmbacher style lager has a superb malt complexity with the distinctive flavors and aromas of coffee; caramel and chocolate.   A renowned smoothness and a creamy; tan head make it a world champion.;0;2010-07-22 22:00:00+02:00;German-Style Schwarzbier;German Lager;Sprecher Brewing;701 West Glendale Avenue;Glendale;Wisconsin;United States;43.1; -87.9198;http://www.sprecherbrewery.com/;;;;;;;
Pale Lager;1713;1181;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Sprecher Brewing;701 West Glendale Avenue;Glendale;Wisconsin;United States;43.1; -87.9198;http://www.sprecherbrewery.com/;;;;;;;;;;
Donner Party Porter;1714;520;2;25;6;699999809;0;0;0;;Sustenance to get you through those long; cold winters; the Donner Party Porter is another of FiftyFifty's flagship beers. Reminiscent of dark chocolate; espresso; and dark dried fruits with a long complex finish; this beer is good for one of those nights where you've dug yourself into a snow bank because the ski trip didn't go quite as planned. Deep brown with mahogany highlights; the hops and malt are very well balanced leaving one to contemplate the myriad of flavors as the beer warms. Moderate to slightly heavy; this beer is heaven in a glass.;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Fifty Fifty Brewing Co.;11197 Brockway Road;Truckee;California;United States;39.322; -120.163;http://www.fiftyfiftybrewing.com/;;
Winter Fest Beer;1715;913;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Nicolet Brewing;;Florence;Wisconsin;United States;45.9222; -88.2518;;;;;;;;;;;
